user,waktu,review,label,clean_text,prediksi_model
wilda syamsiah,7 tahun lalu,"Gunung kelud cocok banget untuk pendaki pemula, rintangan tidak terlalu banyak, dan jalannya pun sudah aspal.
Untuk keindahan tak jauh indah dari gunung gunung lainnya, gunung kelud cukup …",positif,gunung kelud cocok banget untuk daki mula rintang tidak terlalu banyak dan jalan pun sudah aspal untuk indah tak jauh indah dari gunung gunung lain gunung kelud cukup,positif
sa'iidatul abadiyah,3 tahun lalu,Tempat wisata alam yang recommended banget. Buat sekeluarga/temen/pasangan worth it sama tiket masuknya. Kalau gamau capek² sampek kawah naik ojek aja..,negatif,tempat wisata alam yang recommended banget buat sekeluargatemenpasangan worth it sama tiket masuk kalau gamau capek sampek kawah naik ojek aja,negatif
Rud Yanto,7 tahun lalu,"gunung yang keren yaang beraada di kediri, spanjang jalan menuju puncak gunung kediri di suguhi banyak.pemandangan indah, banyak tempat selfie yang menarik, jalannya pun sudah beraspal kalo di.lihat mirip pegunungan di cina",positif,gunung yang keren yaang beraada di diri spanjang jalan tuju puncak gunung diri di suguh banyakpemandangan indah banyak tempat selfie yang tarik jalan pun sudah aspal kalo lihat mirip gunung di cina,positif
Nur Aisyah,setahun lalu,"Indah sekali gunung Kelud kawah nya biru telur asin, di sana sejuk sekali betah deh kalo kesana",positif,indah sekali gunung kelud kawah nya biru telur asin di sana sejuk sekali betah deh kalo kesana,positif
Dine Wahyu,3 tahun lalu,"First time ke Gunung Kelud, dua kali gagal karena hujan. Pastikan cuaca cerah supaya perjalanan aman dan menyenangkan.. Lokasi mudah dicari dgn mengikuti gmaps. Gunakan kendaraan dlm kondisi bagus ya karena medan nya agak naik turun tp …",positif,first time ke gunung kelud dua kali gagal karena hujan pasti cuaca cerah supaya jalan aman dan senang lokasi mudah cari dgn ikut gmaps guna kendara dlm kondisi bagus ya karena medan nya agak naik turun tp,positif
Fandhi Yulian Mayori,7 tahun lalu,"Perjalanan menuju ke kawah kelud dari batas akhir kendaraan luyaman jauh, dikarenakan dampak letusan pada tahun 2014, jarak tempuhnya kurang lebih 4 KM bisa ditempuh dengan jalan kaki atau dengan menyewa ojek. …",negatif,jalan tuju ke kawah kelud dari batas akhir kendara luyaman jauh karena dampak letus pada tahun jarak tempuh kurang lebih km bisa tempuh dengan jalan kaki atau dengan sewa ojek,negatif
AD Adam,6 tahun lalu,"Berbeda dengan gunung lainnya karena ketika naik gunung kita harus jalan memuncak, gunung kelud sudah diaspal jadi semua orang bisa menikmati ketinggian indahnya gunung kelud. …",positif,beda dengan gunung lain karena ketika naik gunung kita harus jalan puncak gunung kelud sudah aspal jadi semua orang bisa nikmat tinggi indah gunung kelud,positif
Tantyo Dharmawan,7 tahun lalu,Bagus sekali. Namun tidak bisa ke puncak karena harus ada tour guide nya dari solo yang terjadwal. Over all dari awal pendakian hingga ke kawahnya cukup memuaskan dan mengesankan bagi pemula seperti saya. Gunung ini cocok untuk orang yang ingin trek mendaki medium.,positif,bagus sekali namun tidak bisa ke puncak karena harus ada tour guide nya dari solo yang jadwal over all dari awal daki hingga ke kawah cukup muas dan kesan bagi mula seperti saya gunung ini cocok untuk orang yang ingin trek daki medium,positif
tarie koe,6 tahun lalu,"Seribu kali ke kelud tidak akan bosan
Menikmati alam yang cakep
Wisata yang amat indah..bersama alam …",positif,ribu kali ke kelud tidak akan bosan nikmat alam yang cakep wisata yang amat indahbersama alam,positif
Wahyu Tri Ningsih,2 tahun lalu,"Gunung legendaris di Kediri Jawa Timur, dengan keindahannya yang menyejukkan mata. Siapapun yang main ke kediri rugi kalau ga kesini dulu. Apalagi kalau ga ke kawah nya fyuh bener-bener sia-sia wkwk. Buat naik ke kawahnya bisa pake jasa …",positif,gunung legendaris di diri jawa timur dengan indah yang sejuk mata siapa yang main ke diri rugi kalau ga kesini dulu apalagi kalau ga ke kawah nya fyuh benerbener siasia wkwk buat naik ke kawah bisa pake jasa,positif
Ekaning Benawi,8 tahun lalu,"Gunung yang memiliki tinggi 1731 mdpl ini memiliki bentang alam yang cantik. Gunung Kelud merupakan salah satu gunung berapi di Provinsi Jawa Timur, Indonesia, yang tergolong aktif. Gunung ini berada di perbatasan antara Kabupaten Kediri, …",positif,gunung yang milik tinggi mdpl ini milik bentang alam yang cantik gunung kelud rupa salah satu gunung rap di provinsi jawa timur indonesia yang golong aktif gunung ini ada di batas antara kabupaten diri,positif
wahyu hidayat,8 tahun lalu,"Tak luput dari peta travel kita saat jalan ke kediri. Gunung kelud yang terletak di perbatasan kediri, blitar sangan cocok untuk di kunjungi yg suka hobi jalan di gunung. …",positif,tak luput dari peta travel kita saat jalan ke diri gunung kelud yang letak di batas diri blitar sangan cocok untuk di kunjung yg suka hobi jalan di gunung,positif
affandi abidin,setahun lalu,"Salah satu destinasi wisata alam yang bagus di sekitar kota kediri. Tempatnya bagus, pemandangannya juga bagus, jalan kesana juga bagus. Dilokasi tersebut terdapat terowongan",positif,salah satu destinasi wisata alam yang bagus di sekitar kota diri tempat bagus pandang juga bagus jalan kesana juga bagus lokasi sebut dapat terowongan,positif
Christian Wijayanto,8 tahun lalu,"nice view of the green mountain. i took photo after eruption and it's still beautiful. this is one of the best mountain in East Java and it's still active. also the trip before reach the mountain was unforgettable moments, the road is good …",positif,nice view of the green mountain i took photo after eruption and its still beautiful this is one of the best mountain in east java and its still active also the trip before reach the mountain was unforgettable moments the road is good,positif
Nita Dwi,Diedit 2 tahun lalu,"Kalau mau ga capek bisa naik ojek, PP 30k per orang.
Kalau mau mencoba sensasi jalan kaki sambil melihat view nya gunung Kelud boleh jalan kaki, tapi kita harus bawa persediaan minum karena perjalanan lama kurang lebih 45 menit, jarak dr batas  parkir motor sampai kawah Kelud kira-kira 5km",negatif,kalau mau ga capek bisa naik ojek pp k per orang kalau mau coba sensasi jalan kaki sambil lihat view nya gunung kelud boleh jalan kaki tapi kita harus bawa sedia minum karena jalan lama kurang lebih menit jarak dr batas parkir motor sampai kawah kelud kirakira km,negatif
Ratno Soegiarto,setahun lalu,"Gunung Kelut termasuk gunung yang aktif berada di ketinggian 1731mdpl.
Untuk mencapai lokasi bisa dengan roda empat atau roda dua via kediri.
Untuk mencapai puncak Gunung Kelut cukup dengan ojek di antar sampai puncak …",negatif,gunung kelut masuk gunung yang aktif ada di tinggi mdpl untuk capai lokasi bisa dengan roda empat atau roda dua via diri untuk capai puncak gunung kelut cukup dengan ojek di antar sampai puncak,positif
iben darmawan,7 tahun lalu,"Datang sore hari, musim hujan. sehingga pemandangan gunung Kelud yang exotic tidak nampak, semua tertutup oleh kabut.
Jalan menuju area wisata GUnung Kelud sangat mudah, banyak petunjuk arah yang …",positif,datang sore hari musim hujan sehingga pandang gunung kelud yang exotic tidak nampak semua tutup oleh kabut jalan tuju area wisata gunung kelud sangat mudah banyak tunjuk arah yang,positif
Hamdani,6 tahun lalu,"pemandangan yangnluar biasa, dengen pesona magnetik gunung kelud, suasana berkabut, paling favorit nanas kelud yang manis dan segar.. kelud menawarkan lembah lembah yang luar biasa bagus..cocok menjadikan kelud bucket listi",positif,pandang yangnluar biasa dengen pesona magnetik gunung kelud suasana kabut paling favorit nanas kelud yang manis dan segar kelud tawar lembah lembah yang luar biasa baguscocok jadi kelud bucket listi,positif
Diyan Official,3 tahun lalu,"Wajib di kunjungi sih ❤️
HTM :10K + Parkir 2k
Ada jasa gojek ya untuk yang bukan jiwa petualang,tarif 30k PP.",negatif,wajib di kunjung sih htm k parkir k ada jasa gojek ya untuk yang bukan jiwa petualangtarif k pp,negatif
Danis “Danis king” Maulana,3 tahun lalu,"Mantul
Lah on budget bgt .. …",positif,mantul lah on budget bgt,positif
Naufal Alif,6 tahun lalu,Salah satu gunung yang wajib anda kunjungi di Jawa Timur. Akses jalan menuju gunung ini juga tidak terlalu sulit. Anda dapat menyewa jeep ataupun mengendarai kendaraan bermotor milik sendiri. Untuk pemandangannya juga  #LetsGuide #LocalGuide,negatif,salah satu gunung yang wajib anda kunjung di jawa timur akses jalan tuju gunung ini juga tidak terlalu sulit anda dapat sewa jeep atau kendara kendara motor milik sendiri untuk pandang juga,negatif
Ain Zain,3 tahun lalu,"Puncak Sejati memang TOP, dari Pos 4 keatas medannya lengkap ada hutan, panjat batu dan pasir luas. Memanjati batu terutama menuju Puncak Sejati cukup extream dengan kemiringan 80 derajad dipadukan bebatuan yang licin. Tapi sebanding dengan pemandangan kawah (yang kebetulan biru) juga pegunungan Kelud. Waktu mucak pas 17 Agst rame seruuu",positif,puncak sejati memang top dari pos atas medan lengkap ada hutan panjat batu dan pasir luas panjat batu utama tuju puncak sejati cukup extream dengan miring derajad padu bebatuan yang licin tapi banding dengan pandang kawah yang betul biru juga gunung kelud waktu mucak pas agst rame seruuu,positif
Ayu Wanda Sari,11 bulan lalu,"Masyaallah, indah..
Libur Lebaran gas dari Jogja ke Kediri..",positif,masyaallah indah libur lebaran gas dari jogja ke diri,positif
dyah riani,setahun lalu,"Dulu pernah ke sana sebelum gunung api meletus sekarang ke sini lagi di 2024 ,ada perbedaan sih tapi ya lumayan bagus walaupun tidak sebagus dulu 😄😄 …",positif,dulu pernah ke sana belum gunung api letus sekarang ke sini lagi di ada beda sih tapi ya lumayan bagus walaupun tidak bagus dulu,positif
M Zakaria,sebulan lalu,Kota malang keliatan bagus dr sini,positif,kota malang liat bagus dr sini,positif
Donny Chahaya Dharma,6 tahun lalu,Tempat yang enak buat santai sembari menikmati senja di kelud. Semoga kedepannya aksesnya makin mudah dan jalan semakin mulus jd gak susah klo orang ke sana. Mantap,positif,tempat yang enak buat santai sembari nikmat senja di kelud moga depan akses makin mudah dan jalan makin mulus jd gak susah klo orang ke sana mantap,positif
wahyu puji,6 tahun lalu,"Awal kesini cuma berdua cewek-cewek semua.dari stasiun wlingi kita naik ojek ke Tulungrejo, kita start pendakian jam 15.30 selama pendakian cuma ketemu rombongan lain 3x doang mungkin karena masih moment lebaran jadi sepi kali ya. Nah pas …",negatif,awal kesini cuma dua cewekcewek semuadari stasiun wlingi kita naik ojek ke tulungrejo kita start daki jam lama daki cuma ketemu rombong lain x doang mungkin karena masih moment lebaran jadi sepi kali ya nah pas,negatif
Gurumuda keren,8 tahun lalu,Keren. Meskipun tidak sampai puncak keindahan dan kenyamanan lokasi ini sudah bisa kita rasakan dari pemberhentian batas terakhir wisatawan gunung kelud.dari batas terakhir bila beruntung (tidak berawan dan berkabut) kita bisa melihat …,positif,keren meski tidak sampai puncak indah dan nyaman lokasi ini sudah bisa kita rasa dari henti batas akhir wisatawan gunung keluddari batas akhir bila untung tidak awan dan kabut kita bisa lihat,positif
Firly Alifaa,setahun lalu,"gada obat bagus pol, niat awal jalan kaki Sampek ke kawah, tapi ternyata capek duluan berakhir ngojek, PP cuma 30ribu start di parkiran mobil atau parkiran motor sama sajaa, buat ke parkiran motor jam 7 an gerbangnya baru di bukaaa, klo pengen naik sebelum jam 7 mending ngojek ajaa",negatif,gada obat bagus pol niat awal jalan kaki sampek ke kawah tapi nyata capek duluan akhir ngojek pp cuma ribu start di parkir mobil atau parkir motor sama sajaa buat ke parkir motor jam an gerbang baru di bukaaa klo ken naik belum jam mending ngojek ajaa,negatif
Senior epic 5,9 bulan lalu,Tempat wisata sekaligus pendakian gunung dengan view yg cakep. Cocok buat cuci mata,positif,tempat wisata sekaligus daki gunung dengan view yg cakep cocok buat cuci mata,positif
Bella Sahara,8 tahun lalu,Satu kata rendah belum tentu mudah. Jika dilihat dri tingginya gunung kelud termasuk rendah tapi treknya amazing😀 walaupun begitu ttep bkin nagih karna viewnya yg keren abisss. Apalagi pas udah nyampe kawahnyaa uuh bkin ga pngen pulang loh krna seger bgt liat yg ijo2😍 …,positif,satu kata rendah belum tentu mudah jika lihat dri tinggi gunung kelud masuk rendah tapi trek amazing walaupun begitu ttep bkin nagih karna viewnya yg keren abisss apalagi pas udah nyampe kawahnyaa uuh bkin ga pngen pulang loh krna seger bgt liat yg ijo,positif
RICO PRASETIAWAN,setahun lalu,"Lumayan  sayangnya pas kesini hujan
Tiket 12
Ojek 30 untuk di parkiran motor",negatif,lumayan sayang pas kesini hujan tiket ojek untuk di parkir motor,negatif
Nadiah Thahirah AR,3 tahun lalu,"Jalan kesana lumayan jauh dari kampung Inggris, kalau kesini jangan lupa bawa mantel hujan + air minum. Kalau mau lebih menikmati pemandangan jalan kaki lebih mantap yah walaupun pastinya capek karena kita jalan kisaran 3-4km baru sampai di kawah nya.",negatif,jalan kesana lumayan jauh dari kampung inggris kalau kesini jangan lupa bawa mantel hujan air minum kalau mau lebih nikmat pandang jalan kaki lebih mantap yah walaupun pasti capek karena kita jalan kisar km baru sampai di kawah nya,negatif
Mokhamad Faris Jauhari,7 tahun lalu,Wisata gunung kelud dengan pemandangan indah serta udara yang sejuk. Bisa ditempuh menggunakan ojek atau berjalan kaki menanjak. Banyak warung serta toilet umum di sepanjang perjalanan menuju ke wisata kelud. Jalan cukup sempit dan curam sehingga dihimbau untuk berhati - hati saat menuju ke tempat ini terutama pengguna roda 4.,positif,wisata gunung kelud dengan pandang indah serta udara yang sejuk bisa tempuh guna ojek atau jalan kaki tanjak banyak warung serta toilet umum di panjang jalan tuju ke wisata kelud jalan cukup sempit dan curam sehingga dihimbau untuk hati hati saat tuju ke tempat ini utama guna roda,positif
Andika Pradana,3 tahun lalu,"Pemandangannya bagus sekali, ini foto foto pada saat saya berkunjung kesana 10 tahun yang lalu",positif,pandang bagus sekali ini foto foto pada saat saya kunjung kesana tahun yang lalu,positif
Moch Baktiar,7 tahun lalu,"Gunung Kelud. Sangat cocok untuk pendaki pemula, selain track yang banyak bonusnya, pendaki bisa berjalan sembari mengambil navas. Tapi perlu di perhatikan, untuk ke puncak gunung kelud setelah melewati punxak bayangan anda akan melewati …",positif,gunung kelud sangat cocok untuk daki mula selain track yang banyak bonus daki bisa jalan sembari ambil navas tapi perlu di perhati untuk ke puncak gunung kelud telah lewat punxak bayang anda akan lewat,positif
sams Gagers,sebulan lalu,"Jelek, masak naik gunung wajib naik ojek, padahal bawa motor sendiri",negatif,jelek masak naik gunung wajib naik ojek padahal bawa motor sendiri,negatif
Sulaiman yt,2 tahun lalu,Pemandangan nya bagus banyak bukit dan pegunungan bikin sejuk di atas 😊🏔️ …,positif,pandang nya bagus banyak bukit dan gunung bikin sejuk di atas,positif
El,7 tahun lalu,"This place is very interesting. You climb mountain with your motorcycle. But in last 5 or 7 kilometres you have to walk. The view is really good, and sometimes there is a lot of fog so make sure you take a picture when there's no fog. And …",positif,this place is very interesting you climb mountain with your motorcycle but in last or kilometres you have to walk the view is really good and sometimes there is a lot of fog so make sure you take a picture when theres no fog and,positif
Tubagus aziz kewo,setahun lalu,pemandangannya lumayan bagus.. yang enak itu mandi air panas di aliran sungai g.kelud,positif,pandang lumayan bagus yang enak itu mandi air panas di alir sungai gkelud,positif
Miftahul Jannah,8 tahun lalu,Wisata gunung berapi yang indah dan menarik. Sayangnya sampai saat saya berkunjung akses menuju puncak ditutup karena perbaikan pasca erupsi,positif,wisata gunung rap yang indah dan tarik sayang sampai saat saya kunjung akses tuju puncak tutup karena baik pasca erupsi,positif
agoest jayadi,Diedit 8 tahun lalu,"Mantaaab wes ...q sukaaa...struktur guritan gunungnya mirip kawah ijen... gk ada sumber air di sepanjang perjalanan,, jadi bekal air yg banyak.... perjalanan melelahkan hanya saat mendaki alias berangkat.... yg penting yakin... yg penting …",positif,mantaaab wes q sukaaastruktur gurit gunung mirip kawah ijen gk ada sumber air di panjang jalan jadi bekal air yg banyak jalan lelah hanya saat daki alias berangkat yg penting yakin yg penting,positif
Anwar Rosyidi,7 tahun lalu,"Wisata alam yang bagus, udara sejuk dan terdapat berbagai spot wisata sepanjanh peejalanan menuju gunung kelud. Namu gunung kelud belum bisa di akses sampai puncak karena masih dalam tahap renovasi setelah erupsi, tapi jangan galau karena pemandangan masih bisa dinikmati dengan indah.",positif,wisata alam yang bagus udara sejuk dan dapat bagai spot wisata sepanjanh peejalanan tuju gunung kelud namu gunung kelud belum bisa di akses sampai puncak karena masih dalam tahap renovasi telah erupsi tapi jangan galau karena pandang masih bisa nikmat dengan indah,positif
